,2012,2013,2014,2015,2016
mind's,0.0,1.0,0.0,0.0,0.0
"mind,",35.0,16.0,3.0,11.0,43.0
"mind,""",0.0,0.0,0.0,2.0,0.0
"mind,'",0.0,1.0,1.0,0.0,0.0
mind--Oh!,0.0,0.0,0.0,0.0,1.0
mind--his,1.0,0.0,0.0,0.0,0.0
mind--in,0.0,0.0,0.0,0.0,1.0
mind--let,0.0,1.0,0.0,0.0,0.0
mind--no,0.0,1.0,0.0,0.0,0.0
mind--reappeared,0.0,0.0,0.0,1.0,0.0
mind--that,1.0,0.0,0.0,0.0,0.0
mind.,8.0,7.0,6.0,9.0,10.0
"mind.""",0.0,1.0,0.0,1.0,4.0
mind.',0.0,1.0,0.0,0.0,0.0
mind:,3.0,0.0,1.0,0.0,0.0
mind;,5.0,3.0,1.0,0.0,6.0
mind;--and,0.0,0.0,0.0,0.0,1.0
mind?,0.0,0.0,0.0,1.0,0.0
"mind?""",0.0,0.0,0.0,0.0,1.0
minded,1.0,3.0,1.0,0.0,0.0
minder,1.0,0.0,0.0,0.0,0.0
mindes,3.0,0.0,0.0,0.0,0.0
mindes.,1.0,0.0,0.0,0.0,0.0
mindful,0.0,0.0,0.0,0.0,7.0
minding,0.0,1.0,0.0,0.0,0.0
minds,4.0,2.0,4.0,6.0,23.0
"minds,",3.0,0.0,1.0,1.0,7.0
minds--went,0.0,0.0,0.0,0.0,1.0
minds.,2.0,0.0,1.0,0.0,3.0
minds;,0.0,0.0,0.0,0.0,2.0
mine,7.0,15.0,1.0,17.0,150.0
mine!',0.0,1.0,0.0,0.0,0.0
"mine,",9.0,1.0,1.0,5.0,11.0
"mine,""",2.0,0.0,1.0,2.0,0.0
"mine,'",0.0,1.0,0.0,0.0,0.0
"mine--""",0.0,0.0,0.0,0.0,1.0
mine--a,0.0,1.0,0.0,0.0,0.0
mine--and,0.0,0.0,0.0,0.0,1.0
mine.,5.0,4.0,0.0,10.0,5.0
"mine.""",0.0,1.0,2.0,2.0,1.0
mine;,1.0,0.0,0.0,1.0,3.0
"mine;""",1.0,0.0,0.0,0.0,0.0
"mine?""",1.0,0.0,0.0,0.0,1.0
mined,2.0,0.0,0.0,0.0,0.0
mineral,33.0,0.0,0.0,1.0,0.0
"mineral,",0.0,1.0,0.0,0.0,0.0
mineral-water,1.0,0.0,0.0,0.0,0.0
mineral.,1.0,0.0,0.0,0.0,0.0
mineral?',0.0,0.0,1.0,0.0,0.0
minerals,20.0,0.0,0.0,0.0,0.0
"minerals),",1.0,0.0,0.0,0.0,0.0
"minerals,",19.0,0.0,0.0,0.0,0.0
minerals;,2.0,0.0,0.0,0.0,0.0
miners',0.0,0.0,0.0,2.0,0.0
mines,4.0,0.0,0.0,0.0,0.0
mines.,1.0,0.0,0.0,0.0,0.0
"mines.""",0.0,0.0,0.0,1.0,0.0
mineworkers',1.0,0.0,0.0,0.0,0.0
mingle,0.0,0.0,0.0,0.0,5.0
mingled,4.0,0.0,0.0,2.0,2.0
mingleth,0.0,0.0,0.0,0.0,1.0
mingling,1.0,0.0,0.0,0.0,1.0
miniature,2.0,0.0,0.0,0.0,2.0
"miniature,",0.0,0.0,0.0,1.0,0.0
miniatures,0.0,0.0,0.0,1.0,1.0
"miniatures,",0.0,0.0,0.0,0.0,2.0
minim,1.0,0.0,0.0,0.0,0.0
minimal,6.0,0.0,0.0,0.0,0.0
minimum,3.0,0.0,0.0,0.0,0.0
mining,56.0,0.0,0.0,1.0,0.0
"mining,",48.0,0.0,0.0,0.0,0.0
mining--crude,1.0,0.0,0.0,0.0,0.0
"mining--gold,",1.0,0.0,0.0,0.0,0.0
mining.,1.0,0.0,0.0,1.0,0.0
mining;,3.0,0.0,0.0,0.0,0.0
minion,0.0,0.0,0.0,1.0,0.0
minister,14.0,0.0,0.0,1.0,32.0
minister's,1.0,0.0,0.0,0.0,0.0
minister's.,1.0,0.0,0.0,0.0,0.0
minister),1.0,0.0,0.0,0.0,0.0
"minister),",1.0,0.0,0.0,0.0,0.0
"minister,",135.0,0.0,0.0,0.0,1.0
minister.,2.0,0.0,0.0,0.0,1.0
minister;,3.0,1.0,0.0,0.0,1.0
ministered,1.0,0.0,0.0,0.0,14.0
ministerial,0.0,0.0,0.0,1.0,0.0
ministeriall,1.0,0.0,0.0,0.0,0.0
ministering,0.0,0.0,0.0,0.0,7.0
ministers,1.0,0.0,0.0,0.0,2.0
ministers),1.0,0.0,0.0,0.0,0.0
"ministers,",9.0,0.0,0.0,0.0,0.0
ministred,4.0,0.0,0.0,0.0,0.0
"ministries,",1.0,0.0,0.0,0.0,0.0
ministring,1.0,0.0,0.0,0.0,0.0
ministry,2.0,0.0,0.0,0.0,7.0
"ministry,",0.0,0.0,0.0,0.0,6.0
ministry.,0.0,0.0,0.0,0.0,1.0
ministry;,0.0,0.0,0.0,0.0,2.0
mink,1.0,0.0,0.0,0.0,0.0
minor,31.0,0.0,1.0,3.0,1.0
minorities,6.0,0.0,0.0,0.0,0.0
minorities;,1.0,0.0,0.0,0.0,0.0
minority,17.0,0.0,0.0,0.0,0.0
"minority,",2.0,0.0,0.0,0.0,0.0
minority;,3.0,0.0,0.0,0.0,0.0
mint,0.0,0.0,0.0,1.0,0.0
mints,1.0,0.0,0.0,0.0,0.0
minus,1.0,0.0,0.0,0.0,0.0
minuscule,1.0,0.0,0.0,0.0,0.0
minute,9.0,66.0,14.0,9.0,14.0
"minute!""",0.0,1.0,0.0,0.0,0.0
minute!',0.0,1.0,2.0,0.0,0.0
"minute,",1.0,27.0,4.0,1.0,6.0
minute--'twas,0.0,1.0,0.0,0.0,0.0
minute--just,0.0,0.0,1.0,0.0,0.0
minute--not,0.0,1.0,0.0,0.0,0.0
minute--thinking;,0.0,1.0,0.0,0.0,0.0
minute.,2.0,10.0,1.0,1.0,0.0
"minute.""",0.0,1.0,0.0,0.0,0.0
minute.',0.0,0.0,1.0,0.0,0.0
minute:,0.0,1.0,3.0,0.0,0.0
minute;,0.0,5.0,0.0,0.0,1.0
"minute?""",0.0,1.0,0.0,0.0,0.0
minutely,1.0,0.0,0.0,3.0,3.0
"minutely,",0.0,0.0,0.0,0.0,1.0
minuteness,0.0,0.0,0.0,0.0,2.0
minuter,0.0,0.0,0.0,0.0,2.0
minutes,29.0,18.0,10.0,44.0,49.0
minutes!,0.0,0.0,0.0,1.0,0.0
minutes!',0.0,0.0,0.0,1.0,0.0
minutes',0.0,0.0,0.0,1.0,7.0
"minutes,",4.0,9.0,0.0,8.0,19.0
"minutes,""",0.0,0.0,1.0,0.0,0.0
"minutes,'",0.0,0.0,0.0,1.0,0.0
minutes--I,0.0,0.0,0.0,0.0,1.0
minutes.,2.0,3.0,1.0,5.0,5.0
"minutes.""",2.0,0.0,0.0,4.0,0.0
minutes.',0.0,0.0,0.0,3.0,0.0
minutes;,0.0,2.0,0.0,0.0,3.0
"minutes?""",0.0,1.0,0.0,0.0,0.0
minutest,0.0,0.0,0.0,0.0,1.0
minutiae,0.0,0.0,0.0,0.0,1.0
mir,31.0,0.0,0.0,0.0,0.0
mir!,1.0,0.0,0.0,0.0,0.0
"mir,",5.0,0.0,0.0,0.0,0.0
mir.,1.0,0.0,0.0,0.0,0.0
miracle,6.0,0.0,0.0,0.0,8.0
miracle),1.0,0.0,0.0,0.0,0.0
"miracle,",2.0,0.0,0.0,0.0,1.0
miracles,7.0,0.0,0.0,0.0,31.0
"miracles,",4.0,0.0,0.0,0.0,7.0
miracles.,3.0,0.0,0.0,0.0,3.0
miracles;,2.0,0.0,0.0,0.0,4.0
miracles?,0.0,0.0,0.0,0.0,1.0
miraculous,4.0,0.0,0.0,0.0,5.0
"miraculous,",1.0,0.0,0.0,0.0,0.0
miraculously,1.0,0.0,0.0,0.0,1.0
mire,0.0,1.0,0.0,0.0,1.0
mire.,0.0,0.0,0.0,0.0,1.0
miro,1.0,0.0,0.0,0.0,0.0
mirror,4.0,0.0,1.0,6.0,0.0
"mirror,",0.0,0.0,0.0,2.0,0.0
mirror.,0.0,0.0,0.0,1.0,0.0
mirrored,0.0,0.0,0.0,1.0,0.0
mirrors,0.0,0.0,0.0,2.0,0.0
"mirrors,",0.0,0.0,0.0,2.0,0.0
mirrors.,0.0,0.0,0.0,2.0,0.0
mirrours,0.0,0.0,0.0,1.0,0.0
mirth,0.0,0.0,0.0,0.0,3.0
"mirth,",0.0,0.0,0.0,0.0,1.0
mirth.,0.0,0.0,0.0,0.0,1.0
mirth;,0.0,0.0,0.0,0.0,1.0
mis-in-formed,1.0,0.0,0.0,0.0,0.0
mis-interpret,1.0,0.0,0.0,0.0,0.0
"mis-interpreted,",1.0,0.0,0.0,0.0,0.0
"mis-reasoning,",1.0,0.0,0.0,0.0,0.0
misable,0.0,1.0,0.0,0.0,0.0
misadventure,0.0,0.0,0.0,1.0,0.0
misanthrope.,0.0,0.0,0.0,1.0,0.0
"misapplied,",0.0,0.0,0.0,0.0,1.0
misapprehension,0.0,0.0,0.0,0.0,4.0
miscellaneous,3.0,0.0,0.0,0.0,0.0
mischance,0.0,0.0,0.0,1.0,1.0
"mischances,",1.0,0.0,0.0,0.0,0.0
mischet,1.0,0.0,0.0,0.0,0.0
"mischet,",1.0,0.0,0.0,0.0,0.0
mischief,0.0,0.0,3.0,0.0,2.0
"mischief,",0.0,1.0,1.0,0.0,0.0
mischief--but,0.0,0.0,1.0,0.0,0.0
mischief.,1.0,0.0,1.0,1.0,0.0
mischief;,0.0,0.0,0.0,0.0,2.0
"mischief],",0.0,0.0,1.0,0.0,0.0
mischiefe,2.0,0.0,0.0,0.0,0.0
"mischiefe,",1.0,0.0,0.0,0.0,0.0
"mischiefed,",0.0,0.0,1.0,0.0,0.0
"mischiefes,",1.0,0.0,0.0,0.0,0.0
"mischiefs,",0.0,0.0,0.0,0.0,1.0
mischievous,0.0,0.0,3.0,0.0,1.0
mischievously,0.0,0.0,0.0,0.0,1.0
misconduct,0.0,0.0,0.0,0.0,1.0
"misconduct,",0.0,0.0,0.0,0.0,3.0
misconduct.,0.0,0.0,0.0,0.0,2.0
misconstruction,0.0,0.0,0.0,0.0,1.0
miscreants,0.0,0.0,3.0,0.0,0.0
"misdemeanors,",1.0,0.0,0.0,0.0,0.0
miserable,4.0,6.0,1.0,6.0,13.0
"miserable""",0.0,0.0,1.0,0.0,0.0
"miserable,",0.0,0.0,0.0,0.0,5.0
miserable--Oh!,0.0,0.0,0.0,0.0,1.0
miserable--and,0.0,0.0,0.0,0.0,1.0
miserable.,1.0,0.0,0.0,0.0,2.0
miserable;,1.0,0.0,0.0,0.0,2.0
miserableness,0.0,1.0,0.0,0.0,0.0
miserableness.,0.0,1.0,0.0,0.0,0.0
miserably,0.0,0.0,0.0,0.0,1.0
miseries,2.0,0.0,0.0,1.0,1.0
"miseries,",2.0,0.0,0.0,0.0,0.0
miseries;,1.0,0.0,0.0,0.0,0.0
miserly,0.0,0.0,0.0,0.0,1.0
misery,6.0,0.0,0.0,2.0,41.0
"misery,",1.0,1.0,0.0,0.0,14.0
misery.,2.0,0.0,0.0,0.0,8.0
misery;,1.0,0.0,0.0,0.0,2.0
misfortune,5.0,0.0,0.0,7.0,8.0
misfortune!,0.0,0.0,0.0,0.0,1.0
"misfortune,",0.0,0.0,0.0,0.0,2.0
misfortune--or,0.0,0.0,0.0,0.0,1.0
misfortune.,0.0,0.0,0.0,0.0,2.0
misfortunes,0.0,0.0,0.0,0.0,2.0
"misfortunes!""",0.0,0.0,0.0,0.0,1.0
"misfortunes,",1.0,0.0,0.0,0.0,0.0
"misfortunes,""",0.0,0.0,0.0,0.0,1.0
misfortunes.,1.0,0.0,0.0,0.0,0.0
misfortunes;,0.0,1.0,0.0,0.0,0.0
misgiving.,0.0,0.0,1.0,0.0,0.0
misgivings,0.0,0.0,0.0,2.0,0.0
mishap,1.0,0.0,0.0,0.0,0.0
"mishap,",0.0,0.0,1.0,0.0,0.0
"misinformed,",0.0,0.0,0.0,0.0,1.0
misinterpreting,1.0,0.0,0.0,0.0,0.0
misjudged,0.0,0.0,0.0,1.0,0.0
mislaid,0.0,0.0,0.0,1.0,0.0
mislead,0.0,0.0,0.0,0.0,1.0
misleading,8.0,0.0,0.0,0.0,1.0
misleads,0.0,0.0,0.0,0.0,1.0
misled,0.0,0.0,0.0,0.0,2.0
mislike,2.0,0.0,0.0,0.0,0.0
misliked.,1.0,0.0,0.0,0.0,0.0
mismanagement,1.0,0.0,0.0,0.0,1.0
"mismanagement,",4.0,0.0,0.0,0.0,0.0
mismatch,1.0,0.0,0.0,0.0,0.0
misreckon,1.0,0.0,0.0,0.0,0.0
misreckoning;,1.0,0.0,0.0,0.0,0.0
misrepresentation,0.0,0.0,0.0,0.0,1.0
misrepresented,0.0,0.0,0.0,0.0,1.0
"misrepresented.""",0.0,0.0,0.0,0.0,1.0
miss,3.0,10.0,1.0,9.0,4.0
"miss'n.""",0.0,1.0,0.0,0.0,0.0
"miss,",0.0,0.0,0.0,1.0,0.0
miss.,1.0,0.0,0.0,1.0,0.0
miss;,1.0,0.0,0.0,0.0,0.0
miss?',0.0,0.0,0.0,1.0,0.0
misse,1.0,0.0,0.0,0.0,0.0
missed,3.0,15.0,6.0,13.0,7.0
"missed,",1.0,0.0,0.0,1.0,0.0
missed.,0.0,0.0,1.0,0.0,1.0
"missed.""",0.0,0.0,0.0,1.0,0.0
missed;,0.0,0.0,0.0,0.0,1.0
missent,0.0,0.0,0.0,0.0,2.0
misses,1.0,0.0,0.0,1.0,0.0
"misses,",0.0,0.0,1.0,0.0,0.0
misshapen,0.0,0.0,0.0,8.0,0.0
missile,1.0,0.0,0.0,0.0,0.0
"missile,",0.0,0.0,1.0,0.0,0.0
missing,5.0,0.0,1.0,7.0,1.0
"missing,",1.0,0.0,0.0,0.0,1.0
"missing,'",0.0,0.0,0.0,1.0,0.0
missing.,1.0,0.0,0.0,4.0,0.0
missing;,0.0,0.0,1.0,0.0,0.0
mission,28.0,9.0,9.0,14.0,9.0
mission.,2.0,0.0,0.0,1.0,0.0
missionaryin',0.0,1.0,0.0,0.0,0.0
missionarying,0.0,1.0,0.0,0.0,0.0
"missionarying,",0.0,1.0,0.0,0.0,0.0
missus,0.0,2.0,2.0,0.0,0.0
missus--dat's,0.0,1.0,0.0,0.0,0.0
"missy,""",0.0,0.0,1.0,0.0,0.0
mist,4.0,1.0,1.0,7.0,4.0
"mist,",0.0,0.0,0.0,1.0,0.0
mist-stained,0.0,0.0,0.0,2.0,0.0
mist.,0.0,0.0,1.0,2.0,0.0
mist],0.0,0.0,1.0,0.0,0.0
mistake,8.0,7.0,2.0,5.0,10.0
"mistake!""",0.0,0.0,0.0,0.0,1.0
"mistake,",2.0,2.0,0.0,4.0,5.0
mistake--I,0.0,1.0,0.0,0.0,0.0
mistake.,0.0,1.0,0.0,1.0,3.0
mistake;,0.0,1.0,0.0,0.0,0.0
"mistake?""",1.0,0.0,0.0,0.0,1.0
mistaken,5.0,1.0,0.0,3.0,20.0
mistaken!,1.0,0.0,0.0,0.0,0.0
"mistaken,",3.0,0.0,0.0,3.0,7.0
"mistaken,""",1.0,0.0,0.0,0.0,2.0
"mistaken,--it",0.0,0.0,0.0,0.0,1.0
"mistaken--or,",0.0,0.0,0.0,0.0,1.0
mistaken--that,0.0,1.0,0.0,0.0,0.0
mistaken.,2.0,0.0,0.0,1.0,10.0
"mistaken.""",0.0,0.0,0.0,1.0,0.0
mistaken;,0.0,0.0,0.0,0.0,1.0
mistakes,0.0,0.0,0.0,1.0,2.0
"mistakes,",1.0,0.0,0.0,0.0,0.0
"mistakes,""",0.0,0.0,0.0,0.0,1.0
mistakes--but,0.0,0.0,0.0,0.0,1.0
mistakes.,0.0,0.0,0.0,1.0,0.0
"mistakes.""",0.0,0.0,0.0,1.0,0.0
mistaking,2.0,0.0,0.0,0.0,0.0
"mistaking,",0.0,0.0,0.0,1.0,0.0
"mister,""",0.0,0.0,0.0,1.0,0.0
mister;,0.0,1.0,0.0,0.0,0.0
"mister?""",0.0,1.0,0.0,0.0,0.0
mistook,0.0,0.0,0.0,0.0,1.0
mistral,1.0,0.0,0.0,0.0,0.0
mistress,0.0,0.0,0.0,2.0,15.0
mistress!,0.0,0.0,0.0,0.0,1.0
mistress's,0.0,0.0,1.0,0.0,1.0
"mistress,",0.0,0.0,0.0,1.0,2.0
mistress.,0.0,0.0,0.0,0.0,2.0
"mistress.""",0.0,0.0,1.0,0.0,1.0
mistress?,0.0,0.0,0.0,1.0,0.0
mistresses.,0.0,0.0,1.0,0.0,0.0
mistrust,0.0,0.0,0.0,0.0,1.0
mistrust!,0.0,0.0,0.0,0.0,1.0
mistrusting,1.0,0.0,0.0,0.0,0.0
mists,0.0,0.0,0.0,0.0,2.0
misty,1.0,0.0,0.0,0.0,0.0
misunderstand,0.0,0.0,0.0,0.0,3.0
misunderstand.,0.0,0.0,0.0,0.0,1.0
misunderstanding,3.0,0.0,0.0,0.0,0.0
misunderstood,0.0,1.0,0.0,1.0,2.0
"misunderstood,",0.0,0.0,0.0,0.0,2.0
misunderstood.,0.0,0.0,0.0,0.0,1.0
misused,0.0,0.0,0.0,0.0,1.0
mit,177.0,0.0,0.0,0.0,0.0
mite,0.0,1.0,0.0,0.0,0.0
mitigate,1.0,0.0,0.0,0.0,0.0
"mitigation,",1.0,0.0,0.0,0.0,0.0
mittags,1.0,0.0,0.0,0.0,0.0
mittendurch,1.0,0.0,0.0,0.0,0.0
mittens,0.0,0.0,0.0,1.0,0.0
mix,0.0,2.0,0.0,1.0,7.0
mix',0.0,1.0,0.0,0.0,0.0
"mix,",1.0,0.0,0.0,0.0,0.0
mixed,13.0,9.0,0.0,7.0,3.0
"mixed),",1.0,0.0,0.0,0.0,0.0
"mixed,",10.0,1.0,0.0,1.0,0.0
mixed-up,0.0,4.0,0.0,0.0,0.0
mixed-upest-looking,0.0,1.0,0.0,0.0,0.0
mixed:,1.0,0.0,0.0,0.0,0.0
mixed;,1.0,0.0,0.0,0.0,0.0
mixeth,0.0,0.0,0.0,0.0,1.0
mixing,3.0,0.0,2.0,1.0,3.0
mixt,4.0,0.0,0.0,0.0,0.0
"mixt,",1.0,0.0,0.0,0.0,0.0
mixture,25.0,0.0,0.0,3.0,6.0
"mixture,",1.0,0.0,0.0,0.0,0.0
mm,2.0,0.0,0.0,0.0,0.0
mo',0.0,14.0,0.0,0.0,0.0
"mo'!""",0.0,1.0,0.0,0.0,0.0
"mo',",0.0,3.0,0.0,0.0,0.0
mo'--en',0.0,1.0,0.0,0.0,0.0
mo'.,0.0,1.0,0.0,0.0,0.0
"mo'.""",0.0,2.0,0.0,0.0,0.0
mo';,0.0,2.0,0.0,0.0,0.0
"mo.""",0.0,1.0,0.0,0.0,0.0
moan,1.0,0.0,0.0,1.0,1.0
"moan,",1.0,1.0,0.0,0.0,0.0
moan.,0.0,0.0,1.0,0.0,0.0
"moan.""",0.0,1.0,0.0,0.0,0.0
moan;,0.0,1.0,0.0,0.0,0.0
moaned,1.0,1.0,0.0,0.0,0.0
"moaned,",0.0,0.0,2.0,0.0,0.0
moaned.,0.0,0.0,2.0,0.0,0.0
moaning,1.0,2.0,0.0,0.0,0.0
moaning.,0.0,1.0,0.0,0.0,0.0
moaning;,0.0,1.0,0.0,0.0,0.0
moans,1.0,0.0,0.0,0.0,0.0
"moans,",1.0,0.0,1.0,0.0,0.0
moans.,1.0,0.0,0.0,0.0,0.0
moat,0.0,2.0,0.0,0.0,0.0
moat--because,0.0,1.0,0.0,0.0,0.0
mob,5.0,2.0,0.0,0.0,0.0
"mob,",1.0,1.0,0.0,0.0,0.0
mob;,0.0,2.0,0.0,0.0,0.0
mobile,1.0,0.0,0.0,0.0,0.0
moby-001.txt,0.0,1.0,0.0,0.0,0.0
moby-002.txt,0.0,1.0,0.0,0.0,0.0
moby-003.txt,0.0,1.0,0.0,0.0,0.0
moby-004.txt,0.0,1.0,0.0,0.0,0.0
moby-005.txt,0.0,1.0,0.0,0.0,0.0
moby-006.txt,0.0,1.0,0.0,0.0,0.0
moby-007.txt,0.0,1.0,0.0,0.0,0.0
moby-008.txt,0.0,1.0,0.0,0.0,0.0
moby-009.txt,0.0,1.0,0.0,0.0,0.0
moby-010.txt,0.0,2.0,0.0,0.0,0.0
moby-011.txt,0.0,1.0,0.0,0.0,0.0
moby-012.txt,0.0,1.0,0.0,0.0,0.0
moby-013.txt,0.0,1.0,0.0,0.0,0.0
moby-014.txt,0.0,1.0,0.0,0.0,0.0
moby-015.txt,0.0,1.0,0.0,0.0,0.0
moby-016.txt,0.0,1.0,0.0,0.0,0.0
moby-017.txt,0.0,1.0,0.0,0.0,0.0
moby-018.txt,0.0,1.0,0.0,0.0,0.0
moby-019.txt,0.0,1.0,0.0,0.0,0.0
moby-020.txt,0.0,1.0,0.0,0.0,0.0
moby-021.txt,0.0,1.0,0.0,0.0,0.0
moby-022.txt,0.0,1.0,0.0,0.0,0.0
moby-023.txt,0.0,1.0,0.0,0.0,0.0
moby-024.txt,0.0,1.0,0.0,0.0,0.0
moby-025.txt,0.0,1.0,0.0,0.0,0.0
moby-026.txt,0.0,1.0,0.0,0.0,0.0
moby-027.txt,0.0,1.0,0.0,0.0,0.0
moby-028.txt,0.0,1.0,0.0,0.0,0.0
moby-029.txt,0.0,1.0,0.0,0.0,0.0
moby-030.txt,0.0,1.0,0.0,0.0,0.0
moby-031.txt,0.0,1.0,0.0,0.0,0.0
moby-032.txt,0.0,1.0,0.0,0.0,0.0
moby-033.txt,0.0,1.0,0.0,0.0,0.0
moby-034.txt,0.0,1.0,0.0,0.0,0.0
moby-035.txt,0.0,1.0,0.0,0.0,0.0
moby-036.txt,0.0,1.0,0.0,0.0,0.0
moby-037.txt,0.0,1.0,0.0,0.0,0.0
moby-038.txt,0.0,1.0,0.0,0.0,0.0
moby-039.txt,0.0,1.0,0.0,0.0,0.0
moby-040.txt,0.0,1.0,0.0,0.0,0.0
moby-041.txt,0.0,1.0,0.0,0.0,0.0
moby-042.txt,0.0,1.0,0.0,0.0,0.0
moby-043.txt,0.0,1.0,0.0,0.0,0.0
moby-044.txt,0.0,1.0,0.0,0.0,0.0
moby-045.txt,0.0,1.0,0.0,0.0,0.0
moby-046.txt,0.0,1.0,0.0,0.0,0.0
moby-047.txt,0.0,1.0,0.0,0.0,0.0
moby-048.txt,0.0,1.0,0.0,0.0,0.0
moby-049.txt,0.0,1.0,0.0,0.0,0.0
moby-050.txt,0.0,1.0,0.0,0.0,0.0
moby-051.txt,0.0,1.0,0.0,0.0,0.0
moby-052.txt,0.0,1.0,0.0,0.0,0.0
moby-053.txt,0.0,1.0,0.0,0.0,0.0
moby-054.txt,0.0,1.0,0.0,0.0,0.0
moby-055.txt,0.0,1.0,0.0,0.0,0.0
moby-056.txt,0.0,1.0,0.0,0.0,0.0
moby-057.txt,0.0,1.0,0.0,0.0,0.0
moby-058.txt,0.0,1.0,0.0,0.0,0.0
moby-059.txt,0.0,1.0,0.0,0.0,0.0
moby-060.txt,0.0,1.0,0.0,0.0,0.0
moby-061.txt,0.0,1.0,0.0,0.0,0.0
moby-062.txt,0.0,1.0,0.0,0.0,0.0
moby-063.txt,0.0,1.0,0.0,0.0,0.0
moby-064.txt,0.0,1.0,0.0,0.0,0.0
moby-065.txt,0.0,1.0,0.0,0.0,0.0
moby-066.txt,0.0,1.0,0.0,0.0,0.0
moby-067.txt,0.0,1.0,0.0,0.0,0.0
moby-068.txt,0.0,1.0,0.0,0.0,0.0
moby-069.txt,0.0,1.0,0.0,0.0,0.0
moby-070.txt,0.0,1.0,0.0,0.0,0.0
moby-071.txt,0.0,1.0,0.0,0.0,0.0
moby-072.txt,0.0,1.0,0.0,0.0,0.0
moby-073.txt,0.0,1.0,0.0,0.0,0.0
moby-074.txt,0.0,1.0,0.0,0.0,0.0
moby-075.txt,0.0,1.0,0.0,0.0,0.0
moby-076.txt,0.0,1.0,0.0,0.0,0.0
moby-077.txt,0.0,1.0,0.0,0.0,0.0
moby-078.txt,0.0,1.0,0.0,0.0,0.0
moby-079.txt,0.0,1.0,0.0,0.0,0.0
moby-080.txt,0.0,1.0,0.0,0.0,0.0
moby-081.txt,0.0,1.0,0.0,0.0,0.0
moby-082.txt,0.0,1.0,0.0,0.0,0.0
moby-083.txt,0.0,1.0,0.0,0.0,0.0
moby-084.txt,0.0,1.0,0.0,0.0,0.0
moby-085.txt,0.0,1.0,0.0,0.0,0.0
moby-086.txt,0.0,1.0,0.0,0.0,0.0
moby-087.txt,0.0,1.0,0.0,0.0,0.0
moby-088.txt,0.0,1.0,0.0,0.0,0.0
moby-089.txt,0.0,1.0,0.0,0.0,0.0
moby-090.txt,0.0,1.0,0.0,0.0,0.0
moby-091.txt,0.0,1.0,0.0,0.0,0.0
moby-092.txt,0.0,1.0,0.0,0.0,0.0
moby-093.txt,0.0,1.0,0.0,0.0,0.0
moby-094.txt,0.0,1.0,0.0,0.0,0.0
moby-095.txt,0.0,1.0,0.0,0.0,0.0
moby-096.txt,0.0,1.0,0.0,0.0,0.0
moby-097.txt,0.0,1.0,0.0,0.0,0.0
moby-098.txt,0.0,1.0,0.0,0.0,0.0
moby-099.txt,0.0,1.0,0.0,0.0,0.0
moby-100.txt,0.0,1.0,0.0,0.0,0.0
moby-101.txt,0.0,1.0,0.0,0.0,0.0
moby-102.txt,0.0,1.0,0.0,0.0,0.0
moby-103.txt,0.0,1.0,0.0,0.0,0.0
moby-104.txt,0.0,1.0,0.0,0.0,0.0
moby-105.txt,0.0,1.0,0.0,0.0,0.0
moby-106.txt,0.0,1.0,0.0,0.0,0.0
moby-107.txt,0.0,1.0,0.0,0.0,0.0
moby-108.txt,0.0,1.0,0.0,0.0,0.0
moby-109.txt,0.0,1.0,0.0,0.0,0.0
moby-110.txt,0.0,1.0,0.0,0.0,0.0
moby-111.txt,0.0,1.0,0.0,0.0,0.0
moby-112.txt,0.0,1.0,0.0,0.0,0.0
moby-113.txt,0.0,1.0,0.0,0.0,0.0
moby-114.txt,0.0,1.0,0.0,0.0,0.0
moby-115.txt,0.0,1.0,0.0,0.0,0.0
moby-116.txt,0.0,1.0,0.0,0.0,0.0
moby-117.txt,0.0,1.0,0.0,0.0,0.0
moby-118.txt,0.0,1.0,0.0,0.0,0.0
moby-119.txt,0.0,1.0,0.0,0.0,0.0
moby-120.txt,0.0,1.0,0.0,0.0,0.0
moby-121.txt,0.0,1.0,0.0,0.0,0.0
moby-122.txt,0.0,1.0,0.0,0.0,0.0
moby-123.txt,0.0,1.0,0.0,0.0,0.0
moby-124.txt,0.0,1.0,0.0,0.0,0.0
moby-125.txt,0.0,1.0,0.0,0.0,0.0
moby-126.txt,0.0,1.0,0.0,0.0,0.0
moby-127.txt,0.0,1.0,0.0,0.0,0.0
moby-128.txt,0.0,1.0,0.0,0.0,0.0
moby-129.txt,0.0,1.0,0.0,0.0,0.0
moby-130.txt,0.0,1.0,0.0,0.0,0.0
moby-131.txt,0.0,1.0,0.0,0.0,0.0
moby-132.txt,0.0,1.0,0.0,0.0,0.0
moby-133.txt,0.0,1.0,0.0,0.0,0.0
moby-134.txt,0.0,1.0,0.0,0.0,0.0
moby-Dick,0.0,1.0,0.0,0.0,0.0
mocassins,0.0,0.0,1.0,0.0,0.0
mock,0.0,0.0,0.0,6.0,10.0
"mock,",1.0,0.0,0.0,0.0,1.0
mock.,0.0,0.0,0.0,1.0,0.0
mocke,1.0,0.0,0.0,0.0,0.0
mocked,0.0,0.0,0.0,3.0,0.0
"mocked,",0.0,0.0,0.0,0.0,2.0
mockery,0.0,0.0,0.0,3.0,2.0
mockery.,1.0,0.0,0.0,1.0,0.0
mocking,1.0,1.0,4.0,2.0,1.0
mode,0.0,0.0,0.0,13.0,7.0
model,1.0,0.0,1.0,2.0,1.0
